班号	课程类别	有效评估数	评估分数	教师职称	开课学院	学年	学期	平均成绩	教师编号
27111	应用基础	9	95.5	副教授	体育部	2015-2016	秋季学期	85.416666	1053
27112	应用基础	10	96.1	副教授	体育部	2015-2016	秋季学期	86.090909	1053
27113	应用基础	12	94.38	副教授	体育部	2015-2016	秋季学期	86.75	1053
27114	学科基础	76	94.2	副教授	经济学院	2015-2016	秋季学期	82.989795	245
27115	学科基础	32	93.58	副教授	公共管理学院	2015-2016	秋季学期	74.891304	1362
27116	学科基础	30	92.53	副教授	经济学院	2015-2016	秋季学期	73.68421	245
27117	学科基础	38	95.32	副教授	经济学院	2015-2016	秋季学期	79.431818	1377
27118	学科基础	37	94.2	副教授	经济学院	2015-2016	秋季学期	74.085106	1377
27119	学科基础	39	94.73	副教授	经济学院	2015-2016	秋季学期	79.586956	156
27120	学科基础	41	94.84	副教授	经济学院	2015-2016	秋季学期	80.471698	1713
27121	学科基础	37	93.66	副教授	经济学院	2015-2016	秋季学期	74.958333	1713
27122	学科基础	30	96.33	副教授	经济学院	2015-2016	秋季学期	79.09756	125
27123	学科基础	33	90.66	副教授	经济学院	2015-2016	秋季学期	81.205128	301
27124	学科基础	32	89.76	副教授	经济学院	2015-2016	秋季学期	77.595238	301
27125	学科基础	12	92.63	副教授	经济学院	2015-2016	秋季学期	79	301
27126	学科基础	43	94.82	讲师	经济学院	2015-2016	秋季学期	77.333333	1482
27127	学科基础	45	90.25	讲师	经济学院	2015-2016	秋季学期	74.584905	1482
27128	学科基础	49	87.63	副教授	国际学院	2015-2016	秋季学期	80.129032	1797
27129	学科基础	44	82.9	讲师	经济学院	2015-2016	秋季学期	88.26415	131
27130	学科基础	45	86.52	讲师	经济学院	2015-2016	秋季学期	90.107142	131
27131	专业必修	13	97.92	教授	信息资源管理学院	2015-2016	秋季学期	88.235294	1127
27132	专业必修	31	94.9	讲师	文学院	2015-2016	秋季学期	75.055555	1630
27133	专业选修	48	94.99	教授	法学院	2015-2016	秋季学期	84.016949	1374
27134	专业选修	56	91.88	副教授	法学院	2015-2016	秋季学期	87	250
27135	学科基础	19	94.71	讲师	劳动人事学院	2015-2016	秋季学期	78.681818	1975
27136	学科基础	31	96.06	讲师	劳动人事学院	2015-2016	秋季学期	78.238095	1784
27137	学科基础	29	91.34	副教授	劳动人事学院	2015-2016	秋季学期	76.25	251
27138	专业选修	22	94.14	教授	哲学院	2015-2016	秋季学期	83.607142	253
27139	专业选修	4	96.44	讲师	商学院	2015-2016	秋季学期	76	475
27140	专业选修	27	99.83	讲师	商学院	2015-2016	秋季学期	84.4	475
27141	专业必修	20	94.83	讲师	社会与人口学院	2015-2016	秋季学期	85.125	1596
27142	专业选修	19	88.83	副教授	商学院	2015-2016	秋季学期	83.607142	926
27143	学科基础	37	95.28	教授	新闻学院	2015-2016	秋季学期	85.62	751
27144	学科基础	27	96.72	教授	新闻学院	2015-2016	秋季学期	85.864864	751
27145	学科基础	29	92.76	教授	新闻学院	2015-2016	秋季学期	87.67647	751
27146	学科基础	58	96.43	讲师	新闻学院	2015-2016	秋季学期	79	752
27147	学科基础	19	95.42	讲师	新闻学院	2015-2016	秋季学期	80.192307	752
27148	学科基础	23	95.76	讲师	新闻学院	2015-2016	秋季学期	77.928571	752
27149	学科基础	22	96.59	讲师	新闻学院	2015-2016	秋季学期	81.083333	752
27150	专业选修	14	97.38	副教授	经济学院	2015-2016	秋季学期	89.444444	1531
27151	专业必修	47	95.36	教授	信息学院	2015-2016	秋季学期	80.813559	1130
27152	专业必修	50	96.85	副教授	法学院	2015-2016	秋季学期	78.306451	277
27153	专业选修	15	91.6	副教授	国际关系学院	2015-2016	秋季学期	72.625	618
27154	应用基础	9	99.5	副教授	体育部	2015-2016	秋季学期	79.545454	1133
27155	应用基础	11	97	副教授	体育部	2015-2016	秋季学期	84.153846	1133
27156	应用基础	8	97.94	副教授	体育部	2015-2016	秋季学期	79.727272	1133
27157	应用基础	12	99	副教授	体育部	2015-2016	秋季学期	84.714285	1133
27158	应用基础	10	94.15	副教授	体育部	2015-2016	秋季学期	79.833333	1133
27159	应用基础	7	100	副教授	体育部	2015-2016	秋季学期	86.90909	1133
27160	应用基础	5	97.6	副教授	体育部	2015-2016	秋季学期	80.125	1133
27161	应用基础	10	100	副教授	体育部	2015-2016	秋季学期	83.636363	1133
27162	应用基础	8	98.13	副教授	体育部	2015-2016	秋季学期	81.6	1133
27163	应用基础	10	96.1	副教授	体育部	2015-2016	秋季学期	86	1133
27164	应用基础	7	99.36	副教授	体育部	2015-2016	秋季学期	75.25	1133
27165	应用基础	11	97.82	副教授	体育部	2015-2016	秋季学期	84.75	1133
27166	专业必修	51	94.5	副教授	文学院	2015-2016	秋季学期	81.566666	532
27167	专业选修	20	98.69	副教授	财政金融学院	2015-2016	秋季学期	80.904761	525
27168	应用基础	16	98.22	副教授	体育部	2015-2016	秋季学期	79.611111	1126
27169	应用基础	16	99.72	讲师	体育部	2015-2016	秋季学期	72.25	2137
27170	应用基础	10	94.6	副教授	体育部	2015-2016	秋季学期	81.818181	1126
27171	应用基础	6	90.5	副教授	体育部	2015-2016	秋季学期	88.111111	1043
27172	应用基础	4	94	副教授	体育部	2015-2016	秋季学期	85.333333	1126
27173	应用基础	15	99.4	讲师	体育部	2015-2016	秋季学期	85.631578	2137
27174	应用基础	12	96.75	副教授	体育部	2015-2016	秋季学期	88.375	1051
27175	应用基础	18	93.83	副教授	体育部	2015-2016	秋季学期	81.882352	1126
27176	应用基础	11	96.46		体育部	2015-2016	秋季学期	85.615384	2084
27177	应用基础	14	93.68	副教授	体育部	2015-2016	秋季学期	89.230769	1043
27178	应用基础	12	99.13		体育部	2015-2016	秋季学期	82.333333	2085
27179	应用基础	17	98.15		体育部	2015-2016	秋季学期	87.857142	2085
27180	应用基础	11	96.86	副教授	体育部	2015-2016	秋季学期	77.538461	1051
27181	应用基础	7	98.29	副教授	体育部	2015-2016	秋季学期	89	1051
27182	应用基础	13	99.54	副教授	体育部	2015-2016	秋季学期	89.235294	1051
27183	应用基础	14	94.96		体育部	2015-2016	秋季学期	87.529411	2085
27184	应用基础	13	95.62	副教授	体育部	2015-2016	秋季学期	85.5	1043
27185	应用基础	12	89.5		体育部	2015-2016	秋季学期	89.133333	2083
27186	应用基础	12	99	讲师	体育部	2015-2016	秋季学期	86.642857	1054
27187	应用基础	6	96.25		体育部	2015-2016	秋季学期	86.916666	2086
27188	应用基础	9	99.5	副教授	体育部	2015-2016	秋季学期	86.636363	1043
27189	应用基础	12	95.75		体育部	2015-2016	秋季学期	88.928571	2086
27190	应用基础	18	97.5	讲师	体育部	2015-2016	秋季学期	87.625	1054
27191	应用基础	10	97.9		体育部	2015-2016	秋季学期	88.785714	2083
27192	应用基础	4	89.13		体育部	2015-2016	秋季学期	88.75	2083
27193	应用基础	15	97.3		体育部	2015-2016	秋季学期	86.727272	2087
27194	应用基础	13	98.96		体育部	2015-2016	秋季学期	86.772727	2085
27195	应用基础	15	99.1	讲师	体育部	2015-2016	秋季学期	87.666666	1054
27196	应用基础	14	100		体育部	2015-2016	秋季学期	89.466666	2088
27197	应用基础	18	95.67		体育部	2015-2016	秋季学期	88.7	2087
27198	应用基础	17	98.59		体育部	2015-2016	秋季学期	84.181818	2085
27199	应用基础	17	98.68	讲师	体育部	2015-2016	秋季学期	87.055555	1054
27200	应用基础	13	95.04	副教授	体育部	2015-2016	秋季学期	90	1107
27201	应用基础	12	95.88		体育部	2015-2016	秋季学期	81.285714	2087
27202	应用基础	10	98.05	副教授	体育部	2015-2016	秋季学期	89.833333	1107
27203	应用基础	18	99	讲师	体育部	2015-2016	秋季学期	87.714285	1054
27204	应用基础	17	98.06		体育部	2015-2016	秋季学期	89.263157	2088
27205	应用基础	11	94.55		体育部	2015-2016	秋季学期	85.722222	2084
27206	应用基础	2	97.75		体育部	2015-2016	秋季学期	#N/A	2084
27207	应用基础	19	98.03		体育部	2015-2016	秋季学期	85.541666	2084
27208	应用基础	19	99.92		体育部	2015-2016	秋季学期	85.32	2088
27209	应用基础	16	98.03	副教授	体育部	2015-2016	秋季学期	89.5	1051
27210	应用基础	18	97.42		体育部	2015-2016	秋季学期	81.181818	2086
27211	应用基础	12	91.88		体育部	2015-2016	秋季学期	84.6875	2084
27212	应用基础	10	98.5		体育部	2015-2016	秋季学期	72.333333	2088
27213	应用基础	1	100		体育部	2015-2016	秋季学期	68	2084
27214	应用基础	15	98.4	讲师	体育部	2015-2016	秋季学期	86.866666	1054
27215	应用基础	16	97.66	副教授	体育部	2015-2016	秋季学期	86.25	1135
27216	应用基础	19	95.97	副教授	体育部	2015-2016	秋季学期	86	1128
27217	应用基础	7	98.5	副教授	体育部	2015-2016	秋季学期	87.363636	1051
27218	应用基础	18	95.83	副教授	体育部	2015-2016	秋季学期	81.619047	1043
27219	应用基础	16	100	讲师	体育部	2015-2016	秋季学期	86.6	1054
27220	应用基础	19	98.03	副教授	体育部	2015-2016	秋季学期	86.523809	1135
27221	应用基础	18	99.42	副教授	体育部	2015-2016	秋季学期	86.458333	1128
27222	应用基础	17	98.77	副教授	体育部	2015-2016	秋季学期	84.611111	1051
27223	应用基础	18	99.08	副教授	体育部	2015-2016	秋季学期	79.583333	1043
27224	应用基础	12	97	副教授	体育部	2015-2016	秋季学期	87	1135
27225	应用基础	11	99.18	副教授	体育部	2015-2016	秋季学期	85.4	1128
27226	应用基础	6	100	副教授	体育部	2015-2016	秋季学期	88.75	1051
27227	应用基础	13	96.77	副教授	体育部	2015-2016	秋季学期	84.3125	1043
27228	应用基础	19	95.74	副教授	体育部	2015-2016	秋季学期	87.315789	1135
27229	应用基础	18	98.08	副教授	体育部	2015-2016	秋季学期	84.75	1128
27230	应用基础	14	99.36	副教授	体育部	2015-2016	秋季学期	87.285714	1051
27231	应用基础	19	96.61	副教授	体育部	2015-2016	秋季学期	82.227272	1043
27232	应用基础	18	94.08	讲师	体育部	2015-2016	秋季学期	82.318181	1047
27233	应用基础	19	93.53	讲师	体育部	2015-2016	秋季学期	87.190476	1047
27234	应用基础	19	99.45	副教授	体育部	2015-2016	秋季学期	86.25	764
27235	应用基础	19	98.42	副教授	体育部	2015-2016	秋季学期	86.565217	764
27236	应用基础	19	98.9	副教授	体育部	2015-2016	秋季学期	85.526315	764
27237	专业必修	20	66.66	副教授	文学院	2015-2016	秋季学期	72.655172	408
27238	专业选修	33	98.48	副教授	公共管理学院	2015-2016	秋季学期	85.435897	549
27239	专业选修	10	98.65	讲师	信息资源管理学院	2015-2016	秋季学期	74.615384	395
27240	学科基础	19	95.42	教授	经济学院	2015-2016	秋季学期	80.571428	286
27241	学科基础	29	99.38	副教授	经济学院	2015-2016	秋季学期	87.75	378
27242	学科基础	31	85.63	副教授	经济学院	2015-2016	秋季学期	83.924242	31
27243	学科基础	49	88.72	副教授	经济学院	2015-2016	秋季学期	81.625	31
27244	学科基础	38	98.52	副教授	经济学院	2015-2016	秋季学期	83.258064	162
27245	学科基础	53	98.27	副教授	经济学院	2015-2016	秋季学期	81.140625	162
27246	学科基础	29	98.91	副教授	经济学院	2015-2016	秋季学期	84.488888	162
27247	专业选修	11	97.07	教授	信息资源管理学院	2015-2016	秋季学期	87	290
27248	专业选修	3	100	副教授	劳动人事学院	2015-2016	秋季学期	59.666666	202
27249	专业选修	5	98.5	副教授	哲学院	2015-2016	秋季学期	88.666666	952
27250	专业必修	36	99.02	副教授	财政金融学院	2015-2016	秋季学期	78.758064	495
27251	专业必修	23	95.01	副教授	国际关系学院	2015-2016	秋季学期	85.30303	1637
27252	学科基础	20	97.49	副教授	农业与农村发展学院	2015-2016	秋季学期	89.347826	1486
27253	学科基础	21	96.82	副教授	农业与农村发展学院	2015-2016	秋季学期	84.541666	1486
27254	学科基础	33	97.43	副教授	农业与农村发展学院	2015-2016	秋季学期	84.789473	1486
27255	学科基础	18	94.71	副教授	经济学院	2015-2016	秋季学期	88.25	299
27256	学科基础	51	97.21	副教授	经济学院	2015-2016	秋季学期	76.806451	1862
27257	学科基础	59	97.65	教授	经济学院	2015-2016	秋季学期	71.795918	116
27258	专业必修	2	100	教授	法学院	2015-2016	秋季学期	84.692307	289
27259	专业必修	2	98.88	讲师	法学院	2015-2016	秋季学期	84.692307	1375
27260		2	99.25	讲师	法学院	2015-2016	秋季学期	83.076923	2089
27261	专业必修	2	100	教授	法学院	2015-2016	秋季学期	83.076923	1148
27262	专业必修	2	100	副教授	法学院	2015-2016	秋季学期	83.076923	1889
27263	专业必修	19	92.82	教授	国际关系学院	2015-2016	秋季学期	67.44	507
27264	专业必修	31	90.95	教授	国际关系学院	2015-2016	秋季学期	45.774193	507
27265	专业必修	13	94.35	教授	国际关系学院	2015-2016	秋季学期	76.470588	123
27266	专业必修	9	96.92	教授	国际关系学院	2015-2016	秋季学期	85.785714	123
27267	专业必修	12	96.81	副教授	国际关系学院	2015-2016	秋季学期	87.6875	106
27268	专业必修	15	96.5	讲师	国际关系学院	2015-2016	秋季学期	82.75	1378
27269	专业必修	14	93.79	副教授	国际关系学院	2015-2016	秋季学期	79	357
27270	专业必修	12	94.56	副教授	国际关系学院	2015-2016	秋季学期	76.866666	357
27271	专业选修	35	97	讲师	商学院	2015-2016	秋季学期	85.166666	32
27272	专业选修	12	98	讲师	商学院	2015-2016	秋季学期	84.75	32
27273	专业选修	19	97.59	副教授	商学院	2015-2016	秋季学期	88	509
27274	专业选修	20	98.91	副教授	商学院	2015-2016	秋季学期	86.608695	509
27275	应用基础	12	99.63	副教授	体育部	2015-2016	秋季学期	76.1875	1150
27276	应用基础	18	97.33	副教授	体育部	2015-2016	秋季学期	84.631578	1151
27277	应用基础	19	98.26	副教授	体育部	2015-2016	秋季学期	87.454545	1135
27278	应用基础	13	92.39	副教授	体育部	2015-2016	秋季学期	83.210526	1151
27279	应用基础	16	98.22	副教授	体育部	2015-2016	秋季学期	85.272727	1151
27280	应用基础	11	94.55	副教授	体育部	2015-2016	秋季学期	78.411764	1150
27281	应用基础	18	99.58	副教授	体育部	2015-2016	秋季学期	86.260869	1135
27282	应用基础	18	95.42	副教授	体育部	2015-2016	秋季学期	81.125	1150
27283	应用基础	16	97.84	副教授	体育部	2015-2016	秋季学期	81.68421	1135
27284	应用基础	15	95.9	副教授	体育部	2015-2016	秋季学期	80.904761	1150
27285	学科基础	23	95.5	教授	劳动人事学院	2015-2016	秋季学期	82.433333	365
27286	学科基础	39	98.35	副教授	劳动人事学院	2015-2016	秋季学期	85.111111	1152
27287	专业选修	12	93.38	副教授	信息学院	2015-2016	秋季学期	81.285714	329
27288	学科基础	62	97.23	副教授	信息资源管理学院	2015-2016	秋季学期	76.49	430
27289	学科基础	61	97.49	副教授	信息资源管理学院	2015-2016	秋季学期	76.49	1156
27290	专业必修	39	94.65	教授	信息学院	2015-2016	秋季学期	67.482142	1370
27291	专业必修	45	96.4	副教授	信息学院	2015-2016	秋季学期	74.548387	1157
27292	专业选修	6	89.63	副教授	商学院	2015-2016	秋季学期	86.571428	1479
27293	专业选修	8	90.81	讲师	信息学院	2015-2016	秋季学期	67.538461	1527
27294	专业选修	15	92.55	教授	信息资源管理学院	2015-2016	秋季学期	87.375	238
27295	专业选修	3	100	教授	信息资源管理学院	2015-2016	秋季学期	81.333333	943
27296	专业选修	48	93.64	副教授	经济学院	2015-2016	秋季学期	82.390625	244
27297	专业选修	42	98.52	副教授	信息学院	2015-2016	秋季学期	85.981818	317
