班号	课程类别	有效评估数	评估分数	教师职称	开课学院	学年	学期	平均成绩	教师编号
8185	全校共同课	63	91.87	讲师	信息学院	2011-2012	秋季学期	74.307692	330
8186	全校共同课	79	93.11	副教授	信息学院	2011-2012	秋季学期	64.54945	576
8187	全校共同课	82	98.57	讲师	信息学院	2011-2012	秋季学期	64.166666	578
8188	全校共同课	74	90.09	副教授	信息学院	2011-2012	秋季学期	60.391304	581
8189	全校共同课	77	95.32	副教授	信息学院	2011-2012	秋季学期	65.76923	1313
8190	全校共同课	81	93.99		信息学院	2011-2012	秋季学期	63.292134	1314
8191	全校共同课	79	96.87	讲师	信息学院	2011-2012	秋季学期	63.355555	1528
8192	全校共同课	78	95.8	副教授	信息学院	2011-2012	秋季学期	67.98913	576
8193	全校共同课	82	98.17	讲师	信息学院	2011-2012	秋季学期	66.537634	578
8194	全校共同课	63	90.74	副教授	信息学院	2011-2012	秋季学期	53.364705	581
8195	全校共同课	82	95.86	副教授	信息学院	2011-2012	秋季学期	68.526881	1313
8196	全校共同课	73	92.44		信息学院	2011-2012	秋季学期	59.385542	1314
8197	全校共同课	80	97.61	讲师	信息学院	2011-2012	秋季学期	71.076923	1528
8198	全校共同课	78	93.81	副教授	信息学院	2011-2012	秋季学期	61.838709	576
8199	全校共同课	73	97.53	讲师	信息学院	2011-2012	秋季学期	59.956521	578
8200	全校共同课	72	92.3		信息学院	2011-2012	秋季学期	66.329411	1529
8201	全校共同课	94	92.69	讲师	信息学院	2011-2012	秋季学期	46.829787	579
8202	全校共同课	34	95.06	讲师	信息学院	2011-2012	秋季学期	89.027777	208
8203	全校共同课	33	83.09	讲师	信息学院	2011-2012	秋季学期	73.743589	811
8204	专业必修	52	91.03		外国语学院	2011-2012	秋季学期	82.178571	1280
8205	专业必修	19	81.17	副教授	外国语学院	2011-2012	秋季学期	78.538461	1315
8206	专业必修	23	82.52	副教授	外国语学院	2011-2012	秋季学期	80.925925	1315
8207	专业选修	18	89.17	讲师	外国语学院	2011-2012	秋季学期	87.608695	799
8208	专业选修	23	89.27	讲师	外国语学院	2011-2012	秋季学期	88.518518	799
8209	专业必修	40	92.18	教授	外国语学院	2011-2012	秋季学期	84.730769	866
8210	专业选修	18	99.25	副教授	国际关系学院	2011-2012	秋季学期	87.555555	1218
8211	专业选修	17	97.66	副教授	国际关系学院	2011-2012	秋季学期	85.705882	892
8212	学科基础	18	98.63		外国语学院	2011-2012	秋季学期	76.785714	485
8213	学科基础	20	97.45		外国语学院	2011-2012	秋季学期	88.086956	485
8214	专业选修	1	100		外国语学院	2011-2012	秋季学期	75.166666	412
8215	专业选修	1	100		外国语学院	2011-2012	秋季学期	72.571428	489
8216	学科基础	1	100	副教授	外国语学院	2011-2012	秋季学期	79	1426
8217	学科基础	18	95.04		外国语学院	2011-2012	秋季学期	80.041666	489
8218	学科基础	18	98.17	副教授	外国语学院	2011-2012	秋季学期	78.541666	518
8219	专业选修	20	93.96	副教授	外国语学院	2011-2012	秋季学期	87.576923	1426
8220	学科基础	23	98.24	讲师	外国语学院	2011-2012	秋季学期	74.75	488
8221	学科基础	45	85.32	副教授	国际关系学院	2011-2012	秋季学期	73.45614	617
8222	学科基础	30	95.4	教授	经济学院	2011-2012	秋季学期	82.242424	719
8223	学科基础	37	95.16	副教授	经济学院	2011-2012	秋季学期	81.75	378
8224	学科基础	23	93.41	副教授	经济学院	2011-2012	秋季学期	79.580645	378
8225	学科基础	70	85.68	副教授	经济学院	2011-2012	秋季学期	87.753246	706
8226	学科基础	53	85.85	副教授	经济学院	2011-2012	秋季学期	87.383333	706
8227	学科基础	18	99.54	讲师	经济学院	2011-2012	秋季学期	75.590909	1530
8228	学科基础	61	91.12	教授	经济学院	2011-2012	秋季学期	77.614285	975
8229	学科基础	55	92.92	教授	经济学院	2011-2012	秋季学期	72.166666	976
8230	学科基础	109	95.62	教授	经济学院	2011-2012	秋季学期	75.944	1316
8231	学科基础	78	93.73	副教授	经济学院	2011-2012	秋季学期	70.149425	112
8232	学科基础	77	93.49	副教授	经济学院	2011-2012	秋季学期	79.197802	156
8233	学科基础	73	96	教授	经济学院	2011-2012	秋季学期	75.280898	977
8234	学科基础	75	94.89	教授	经济学院	2011-2012	秋季学期	80.44186	977
8235	学科基础	73	84.87	副教授	经济学院	2011-2012	秋季学期	83.550724	115
8236	学科基础	46	95.94	讲师	经济学院	2011-2012	秋季学期	82.344827	1317
8237	人文艺术类	18	90.5	教授	历史学院	2011-2012	秋季学期	77.789473	1222
8238	专业选修	19	95.58	副教授	信息资源管理学院	2011-2012	秋季学期	84.259259	238
8239	专业选修	30	94.73	副教授	信息资源管理学院	2011-2012	秋季学期	83.55	51
8240	专业选修	69	90.61	讲师	信息学院	2011-2012	秋季学期	83.210526	208
8241	学科基础	46	95.89	讲师	法学院	2011-2012	秋季学期	75.948275	1392
8242	学科基础	53	96.36	讲师	法学院	2011-2012	秋季学期	80.35	1391
8243	学科基础	43	94.66	副教授	法学院	2011-2012	秋季学期	82.333333	461
8244	学科基础	34	96.74	讲师	法学院	2011-2012	秋季学期	84	463
8245	专业选修	80	96.96	副教授	法学院	2011-2012	秋季学期	85.791666	151
8246	学科基础	25	99.07	讲师	外国语学院	2011-2012	秋季学期	85.6	443
8247	学科基础	24	98.66	讲师	外国语学院	2011-2012	秋季学期	86.433333	443
8248	学科基础	23	91	副教授	外国语学院	2011-2012	秋季学期	74	1433
8249	学科基础	21	93.61	讲师	外国语学院	2011-2012	秋季学期	74	443
8250	学科基础	22	93.9	副教授	外国语学院	2011-2012	秋季学期	84.896551	1433
8251	学科基础	21	94.75	讲师	外国语学院	2011-2012	秋季学期	84.896551	443
8252	专业必修	17	96.16	副教授	环境学院	2011-2012	秋季学期	82.842105	1319
8253	专业必修	18	95.54	副教授	环境学院	2011-2012	秋季学期	86.894736	1320
8254	专业必修	40	93.19	教授	环境学院	2011-2012	秋季学期	81.133333	1077
8255	专业必修	39	95.79	教授	环境学院	2011-2012	秋季学期	81.133333	1321
8256	专业选修	41	98.56	讲师	环境学院	2011-2012	秋季学期	87.0625	1322
8257		41	95.9	讲师	环境学院	2011-2012	秋季学期	84.170212	1493
8258	学科基础	40	92.46	讲师	环境学院	2011-2012	秋季学期	84.170212	130
8259	学科基础	40	98.37	讲师	环境学院	2011-2012	秋季学期	84.170212	1322
8260	专业必修	38	89.95	讲师	文学院	2011-2012	秋季学期	#N/A	415
8261	全校共同课	22	91.51	副教授	信息资源管理学院	2011-2012	秋季学期	78.807692	589
8262	专业必修	21	95.71	助理研究员（教学科研类）	文学院	2011-2012	秋季学期	62.46875	682
8263	全校共同课	23	93.51	副教授	信息资源管理学院	2011-2012	秋季学期	84.615384	397
8264	全校共同课	24	94	副教授	信息资源管理学院	2011-2012	秋季学期	86.241379	397
8265	全校共同课	23	93.94	副教授	信息资源管理学院	2011-2012	秋季学期	86.241379	588
8266	学科基础	15	90.85	讲师	文学院	2011-2012	秋季学期	63.772727	401
8267	学科基础	15	97.25	副教授	文学院	2011-2012	秋季学期	77.24	402
8268	学科基础	58	94.61	教授	哲学院	2011-2012	秋季学期	80.391304	988
8269	专业必修	19	97.95	副教授	艺术学院	2011-2012	秋季学期	86.095238	537
8270	专业必修	10	95.8	副教授	艺术学院	2011-2012	秋季学期	80.272727	546
8271	专业必修	19	97.12	副教授	艺术学院	2011-2012	秋季学期	88.285714	422
8272	专业必修	10	97	教授	艺术学院	2011-2012	秋季学期	80	623
8273	专业必修	26	78.34	副教授	商学院	2011-2012	秋季学期	80.096774	254
8274	全校共同课	25	96.46		外国语学院	2011-2012	秋季学期	84.678571	241
8275	专业选修	3	96.5	副教授	物理学系	2011-2012	秋季学期	71	1325
8276	专业必修	57	94.84	教授	哲学院	2011-2012	秋季学期	82.970149	1326
8277	专业选修	18	93.08	讲师	国学院	2011-2012	秋季学期	84.526315	669
8278	专业选修	42	91.18	教授	哲学院	2011-2012	秋季学期	86	1327
8279	学科基础	56	95.75	教授	哲学院	2011-2012	秋季学期	80.514705	987
8280	专业必修	31	92.94	教授	新闻学院	2011-2012	秋季学期	75.454545	97
8281	专业必修	38	98.76	讲师	国学院	2011-2012	秋季学期	86.195652	606
8282	学科基础	37	97.04	副教授	国学院	2011-2012	秋季学期	85.295454	602
8283	专业选修	63	96.26	副教授	文学院	2011-2012	秋季学期	89.2	644
8284	专业必修	9	97.58	讲师	艺术学院	2011-2012	秋季学期	#N/A	1496
8285	学科基础	82	88.92	教授	经济学院	2011-2012	秋季学期	81.285714	307
8286	全校共同课	177	83.85	讲师（思政）	马克思主义学院	2011-2012	秋季学期	84.665158	992
8287	全校共同课	58	92.8	讲师（思政）	马克思主义学院	2011-2012	秋季学期	86.071428	992
8288	全校共同课	81	81.12	讲师（思政）	马克思主义学院	2011-2012	秋季学期	78.577319	992
8289	全校共同课	203	77.05	讲师（思政）	马克思主义学院	2011-2012	秋季学期	84.876595	992
8290	全校共同课	114	95.72	讲师	马克思主义学院	2011-2012	秋季学期	83.724137	1330
8291	全校共同课	271	96.2	讲师	马克思主义学院	2011-2012	秋季学期	84.521341	1330
8292	全校共同课	100	87.46	教授	马克思主义学院	2011-2012	秋季学期	81.166666	1331
8293	全校共同课	199	95.4	副教授	马克思主义学院	2011-2012	秋季学期	85.731914	1332
8294	全校共同课	264	90.88	副教授	马克思主义学院	2011-2012	秋季学期	82.738317	1332
8295	全校共同课	119	93.95	教授	马克思主义学院	2011-2012	秋季学期	86.548022	1296
8296	全校共同课	145	97.17	教授	马克思主义学院	2011-2012	秋季学期	86.548022	458
8297	全校共同课	89	82.27	讲师（思政）	马克思主义学院	2011-2012	秋季学期	84.333333	992
8298	全校共同课	164	97.48	教授	马克思主义学院	2011-2012	秋季学期	85.360975	458
8299	全校共同课	163	95.92	讲师	马克思主义学院	2011-2012	秋季学期	83.057692	1330
8300	全校共同课	49	97.92	副教授	马克思主义学院	2011-2012	秋季学期	88.068965	1332
8301	全校共同课	163	97.22	讲师	马克思主义学院	2011-2012	秋季学期	84.467005	1330
8302	全校共同课	248	92.82	讲师	马克思主义学院	2011-2012	秋季学期	86.913793	1330
8303	全校共同课	163	97.36	讲师	马克思主义学院	2011-2012	秋季学期	84.771028	1337
8304	全校共同课	213	97.68	讲师	马克思主义学院	2011-2012	秋季学期	88.050583	1337
8305	全校共同课	191	97.26	讲师	马克思主义学院	2011-2012	秋季学期	84.048672	1337
8306	全校共同课	119	98.52	讲师	马克思主义学院	2011-2012	秋季学期	84.064102	1337
8307	全校共同课	18	94.46	副教授	马克思主义学院	2011-2012	秋季学期	85.44	909
8308	全校共同课	51	89.79	副教授	马克思主义学院	2011-2012	秋季学期	86.362068	909
8309	全校共同课	28	89.69	副教授	马克思主义学院	2011-2012	秋季学期	76.942857	909
8310	全校共同课	103	95.59	副教授	马克思主义学院	2011-2012	秋季学期	81.035714	909
8311	全校共同课	17	99.52	讲师	马克思主义学院	2011-2012	秋季学期	88.823529	791
8312	全校共同课	126	92.32	讲师	马克思主义学院	2011-2012	秋季学期	87.804195	791
8313	全校共同课	127	96.22	讲师	马克思主义学院	2011-2012	秋季学期	86.748387	791
8314	全校共同课	50	96.36	讲师	马克思主义学院	2011-2012	秋季学期	85.733333	791
8315	全校共同课	49	96.14	讲师	马克思主义学院	2011-2012	秋季学期	84.45614	791
8316	全校共同课	50	89.34	讲师	马克思主义学院	2011-2012	秋季学期	81.966666	1338
8317	全校共同课	36	90.38	讲师	马克思主义学院	2011-2012	秋季学期	83.782608	1338
8318	全校共同课	67	90.65	讲师	马克思主义学院	2011-2012	秋季学期	80.481481	1338
8319	全校共同课	88	93.16	讲师	马克思主义学院	2011-2012	秋季学期	80.726495	1338
8320	全校共同课	120	94.64	讲师	马克思主义学院	2011-2012	秋季学期	84.349315	788
8321	全校共同课	41	93.84	讲师	马克思主义学院	2011-2012	秋季学期	85.877551	788
8322	全校共同课	131	91.13	讲师	马克思主义学院	2011-2012	秋季学期	81.75	788
8323	全校共同课	29	91.41	讲师	马克思主义学院	2011-2012	秋季学期	86.84375	788
8324	全校共同课	106	91.35	副教授	马克思主义学院	2011-2012	秋季学期	87.302521	44
8325	全校共同课	50	91.51	副教授	马克思主义学院	2011-2012	秋季学期	86.403508	44
8326	全校共同课	64	94.49	讲师	马克思主义学院	2011-2012	秋季学期	87.164556	1457
8327	全校共同课	17	97.93	讲师	马克思主义学院	2011-2012	秋季学期	89.058823	1457
8328	全校共同课	85	93.59	讲师	马克思主义学院	2011-2012	秋季学期	84.366336	1457
8329	全校共同课	99	93.98	讲师	马克思主义学院	2011-2012	秋季学期	88.189189	1457
8330	全校共同课	72	95.68	讲师	马克思主义学院	2011-2012	秋季学期	86.183908	323
8331	全校共同课	128	95.48	讲师	马克思主义学院	2011-2012	秋季学期	85.8	323
8332	全校共同课	73	95.65	讲师	马克思主义学院	2011-2012	秋季学期	89.133333	323
8333	全校共同课	79	96.25	讲师	马克思主义学院	2011-2012	秋季学期	84.659793	323
8334	全校共同课	52	90.77	副教授	马克思主义学院	2011-2012	秋季学期	85.275862	594
8335	全校共同课	45	88.97	副教授	马克思主义学院	2011-2012	秋季学期	84.363636	594
8336	全校共同课	66	90.23	教授	马克思主义学院	2011-2012	秋季学期	86.481481	1194
8337	全校共同课	136	96.29	副教授	马克思主义学院	2011-2012	秋季学期	83.602409	324
8338	全校共同课	116	90.15	副教授	马克思主义学院	2011-2012	秋季学期	86.5	324
8339	全校共同课	101	91.65	副教授	马克思主义学院	2011-2012	秋季学期	87.165354	324
8340	全校共同课	72	95.04	讲师	马克思主义学院	2011-2012	秋季学期	82.318681	325
8341	全校共同课	84	97.05	讲师	马克思主义学院	2011-2012	秋季学期	83.950495	325
8342	专业必修	98	90.79	讲师	经济学院	2011-2012	秋季学期	76.414634	1531
8343	学科基础	42	97.02	教授	商学院	2011-2012	秋季学期	70.163265	25
8344	学科基础	44	95.43	副教授	商学院	2011-2012	秋季学期	77.2	138
8345	学科基础	44	96.63	副教授	商学院	2011-2012	秋季学期	77.2	445
8346	学科基础	20	98.28	讲师	商学院	2011-2012	秋季学期	69.346153	506
8347	学科基础	20	98.16	副教授	商学院	2011-2012	秋季学期	69.346153	445
8348	学科基础	56	96.48	副教授	商学院	2011-2012	秋季学期	80.636363	1138
8349	学科基础	56	97.98	讲师	商学院	2011-2012	秋季学期	80.636363	506
8350	学科基础	39	96.65	讲师	商学院	2011-2012	秋季学期	78.041666	506
8351	学科基础	41	79.11	讲师	商学院	2011-2012	秋季学期	78.66	19
8352	学科基础	40	95.26	副教授	商学院	2011-2012	秋季学期	81.543478	18
8353	学科基础	40	96.4	讲师	商学院	2011-2012	秋季学期	81.543478	78
8354	学科基础	38	97.97	副教授	商学院	2011-2012	秋季学期	80.704545	18
8355	学科基础	38	90.61	讲师	商学院	2011-2012	秋季学期	80.704545	79
8356	经济类	23	97.39	副研究员（教学科研类）	经济学院	2011-2012	秋季学期	88.76923	888
8357	管理类	33	92.5	副研究员（教学科研类）	经济学院	2011-2012	秋季学期	86.4	888
8358	管理类	40	96.59	副教授	公共管理学院	2011-2012	秋季学期	85.795918	882
8359	法政类	52	95.52	讲师	国际关系学院	2011-2012	秋季学期	83.466666	1284
8360	经济类	36	96.5	讲师	经济学院	2011-2012	秋季学期	87.125	900
8361	经济类	32	95.43	副教授	经济学院	2011-2012	秋季学期	81.475	372
8362	管理类	21	95.86	副教授	农业与农村发展学院	2011-2012	秋季学期	74.785714	1340
8363	人文艺术类	32	97.28	副教授	清史所	2011-2012	秋季学期	86.289473	999
8364	法政类	118	94.29	副教授	新闻学院	2011-2012	秋季学期	84.366666	424
8365	法政类	119	93.85	副教授	新闻学院	2011-2012	秋季学期	84.366666	1085
8366	人文艺术类	32	94.61	教授	新闻学院	2011-2012	秋季学期	85.025641	100
8367	理工类	25	92.98	工程师	信息学院	2011-2012	秋季学期	80.1	1342
8368	管理类	80	97.9	教授	信息资源管理学院	2011-2012	秋季学期	82.32258	366
8369	人文艺术类	18	89.25	副教授	信息资源管理学院	2011-2012	秋季学期	78.761904	944
8370	人文艺术类	24	94.31	副教授	哲学院	2011-2012	秋季学期	78.461538	1343
8371	人文艺术类	49	97.54	讲师	哲学院	2011-2012	秋季学期	85.366666	948
8372	专业必修	14	83.02	讲师	心理学系	2011-2012	秋季学期	80.375	1345
8373	经济类	33	96.55	教授	经济学院	2011-2012	秋季学期	83.162162	898
8374	专业必修	14	94.05	讲师	心理学系	2011-2012	秋季学期	77.25	1346
8375	人文艺术类	18	98.25		外国语学院	2011-2012	秋季学期	83.7	1452
8376	人文艺术类	18	98.08		外国语学院	2011-2012	秋季学期	77.45	1452
8377	专业必修	14	91.16	副教授	心理学系	2011-2012	秋季学期	81.0625	1347
8378	学科基础	14	98.23	副教授	心理学系	2011-2012	秋季学期	70.3125	1348
8379	学科基础	14	96.89	副教授	心理学系	2011-2012	秋季学期	75.0625	1348
8380	专业必修	42	99.86	教授	商学院	2011-2012	秋季学期	82.963636	27
8381	专业必修	42	97.04	教授	商学院	2011-2012	秋季学期	80.979166	137
8382	专业必修	37	93.94	教授	商学院	2011-2012	秋季学期	78.065217	24
8383	学科基础	22	92.16	副教授	商学院	2011-2012	秋季学期	83.037037	194
8384	专业选修	43	92.45	副教授	商学院	2011-2012	秋季学期	75.283333	596
8385	人文艺术类	254	93.86		学生处	2011-2012	秋季学期	NULL	1532
8386	全校共同课	18	96.29	副教授	信息资源管理学院	2011-2012	秋季学期	83.12	1350
8387	全校共同课	23	91.2	副教授	信息资源管理学院	2011-2012	秋季学期	84.230769	1350
8388	全校共同课	27	94.72	副教授	信息资源管理学院	2011-2012	秋季学期	79.1875	1350
8389	专业必修	67	94.12	副教授	统计学院	2011-2012	秋季学期	77.170731	609
8390	专业选修	40	95.03	副教授	公共管理学院	2011-2012	秋季学期	86.244897	549
8391	专业选修	18	89.58	讲师	公共管理学院	2011-2012	秋季学期	89	890
8392	学科基础	57	97.68	教授	新闻学院	2011-2012	秋季学期	79.929577	141
8393	学科基础	30	95.78	教授	新闻学院	2011-2012	秋季学期	75.588235	141
8394	学科基础	36	96.63	副教授	新闻学院	2011-2012	秋季学期	84.775	142
8395	学科基础	31	92.84	副教授	新闻学院	2011-2012	秋季学期	78.277777	143
8396	学科基础	49	97.29	教授	新闻学院	2011-2012	秋季学期	88.509433	140
8397		59	91.09		新闻学院	2011-2012	秋季学期	85.210526	1533
8398	专业选修	29	93.15	副教授	新闻学院	2011-2012	秋季学期	#N/A	258
8399	专业选修	31	94.41	副教授	新闻学院	2011-2012	秋季学期	81.973684	258
8400	专业选修	45	98.2	副教授	新闻学院	2011-2012	秋季学期	84.22	264
8401	专业选修	29	95.29	教授	新闻学院	2011-2012	秋季学期	83.058823	97
8402	专业选修	28	90.3	副教授	新闻学院	2011-2012	秋季学期	83.485714	674
8403		6	100	讲师	文学院	2011-2012	秋季学期	87	1534
8404	专业必修	19	97.24	副教授	公共管理学院	2011-2012	秋季学期	80.434782	1012
8405	专业必修	19	95.3	副教授	公共管理学院	2011-2012	秋季学期	80.434782	978
8406	专业必修	51	94.77	教授	商学院	2011-2012	秋季学期	69.114754	347
8407	学科基础	17	100	副教授	外国语学院	2011-2012	秋季学期	72.454545	800
8408	专业选修	16	97.8		外国语学院	2011-2012	秋季学期	81.117647	1233
8409	学科基础	19	94.28		外国语学院	2011-2012	秋季学期	78.863636	718
8410	专业选修	19	98.97		外国语学院	2011-2012	秋季学期	84.5	484
8411	专业选修	26	98.64		外国语学院	2011-2012	秋季学期	81.862068	718
8412	全校共同课	94	95.16	讲师	信息学院	2011-2012	秋季学期	62.052631	314
8413	专业选修	37	82.3	讲师	商学院	2011-2012	秋季学期	77.380952	200
8414	专业选修	28	90.28	讲师	商学院	2011-2012	秋季学期	81.588235	1459
8415	专业选修	27	94.83	讲师	社会与人口学院	2011-2012	秋季学期	83.787878	700
8416	专业必修	42	98.8	副教授	公共管理学院	2011-2012	秋季学期	83.72	756
8417	专业选修	9	97.5	副教授	清史所	2011-2012	秋季学期	76.222222	918
8418	学科基础	54	94.78	讲师	新闻学院	2011-2012	秋季学期	84.819672	1439
8419		70	98.24	教授	新闻学院	2011-2012	秋季学期	86.632911	1062
8420	学科基础	71	97.75	副教授	新闻学院	2011-2012	秋季学期	86.632911	243
8421	学科基础	29	92.45	讲师	新闻学院	2011-2012	秋季学期	88.129032	1470
8422	学科基础	47	91.29	讲师	新闻学院	2011-2012	秋季学期	82.927272	1470
8423	专业必修	34	96.45	副教授	新闻学院	2011-2012	秋季学期	88.416666	143
8424	专业必修	34	94.53	副教授	新闻学院	2011-2012	秋季学期	86.25	142
8425	专业必修	25	95.53	副教授	新闻学院	2011-2012	秋季学期	86.6	142
8426	专业选修	28	92.42	讲师	信息学院	2011-2012	秋季学期	85.8	813
8427	专业必修	19	96.57	副教授	艺术学院	2011-2012	秋季学期	#N/A	1308
8428	人文艺术类	74	90.98	教授	文学院	2011-2012	秋季学期	86.551724	685
8429	人文艺术类	38	96.55	教授	文学院	2011-2012	秋季学期	83.5	647
8430	应用基础	92	87.6	副教授	文学院	2011-2012	秋季学期	80.461538	409
8431	人文艺术类	87	95.32	教授	文学院	2011-2012	秋季学期	84.877551	1254
8432	专业必修	37	83.32	讲师	国学院	2011-2012	秋季学期	65.625	722
8433	管理类	24	97.91	讲师	公共管理学院	2011-2012	秋季学期	83.266666	1414
8434	经济类	23	94.72	副教授	环境学院	2011-2012	秋季学期	86.107142	1467
8435	经济类	19	98.18	副教授	环境学院	2011-2012	秋季学期	79.821428	1467
8436	理工类	54	96.35	讲师	环境学院	2011-2012	秋季学期	86.55	1440
8437	理工类	51	95.72	讲师	环境学院	2011-2012	秋季学期	85.220338	1440
8438	管理类	24	94.06	副教授	农业与农村发展学院	2011-2012	秋季学期	86.344827	997
8439	管理类	25	97.87	讲师	农业与农村发展学院	2011-2012	秋季学期	86.344827	1363
8440		25	99.46	讲师	农业与农村发展学院	2011-2012	秋季学期	86.344827	1468
8441	人文艺术类	34	95.08	副教授	清史所	2011-2012	秋季学期	89.416666	913
8442	学科基础	55	96.54	副教授	哲学院	2011-2012	秋季学期	86.015384	1236
8443	学科基础	11	95.98	副教授	哲学院	2011-2012	秋季学期	89.888888	1009
8444	人文艺术类	81	98.39	副教授	文学院	2011-2012	秋季学期	86.870967	650
8445	人文艺术类	35	97.3	讲师	国学院	2011-2012	秋季学期	82.589743	1412
8446	经济类	35	94.43	副教授	经济学院	2011-2012	秋季学期	83.410256	61
8447	通识教育大讲堂	49	93.51	教授	历史学院	2011-2012	秋季学期	74.98305	1225
8448	通识教育大讲堂	45	95.33	教授	历史学院	2011-2012	秋季学期	71.789473	1225
8449	通识教育大讲堂	25	96.49	讲师	历史学院	2011-2012	秋季学期	83.172413	902
8450	通识教育大讲堂	25	92.8	讲师	历史学院	2011-2012	秋季学期	85.896551	902
8451	通识教育大讲堂	54	97.07	讲师	历史学院	2011-2012	秋季学期	87.733333	797
8452	通识教育大讲堂	34	96.27	讲师	历史学院	2011-2012	秋季学期	88.307692	797
8453	通识教育大讲堂	50	94.84	教授	历史学院	2011-2012	秋季学期	81.034482	292
8454	通识教育大讲堂	53	91.93	讲师	历史学院	2011-2012	秋季学期	84.661016	1485
8455	法政类	21	93.86	讲师	社会与人口学院	2011-2012	秋季学期	83.1	1384
8456	法政类	26	96.25	讲师	社会与人口学院	2011-2012	秋季学期	88.586206	1384
8457	法政类	29	97.85	副教授	社会与人口学院	2011-2012	秋季学期	86.84375	436
8458	法政类	27	94.89	讲师	社会与人口学院	2011-2012	秋季学期	85.7	437
8459	人文艺术类	29	93.48	副教授	清史所	2011-2012	秋季学期	87.935483	1475
8460	全校共同课	30	100	助教	外国语学院	2011-2012	秋季学期	79.947368	1476
8461	专业必修	29	97.78		外国语学院	2011-2012	秋季学期	79.894736	412
8462	原典选读类	86	92.25	教授	哲学院	2011-2012	秋季学期	84.71134	1003
8463	原典选读类	44	90.86	教授	文学院	2011-2012	秋季学期	79.24074	643
8464	学科基础	10	92.73	讲师	艺术学院	2011-2012	秋季学期	#N/A	620
8465	人文艺术类	17	92.41	副教授（思政）	学生处	2011-2012	秋季学期	88.631578	715
8466	专业必修	19	95.82	教授	艺术学院	2011-2012	秋季学期	#N/A	624
8467	科研与实践环节	8	91.28	讲师	艺术学院	2011-2012	秋季学期	#N/A	543
8468	科研与实践环节	11	95.36	副教授	艺术学院	2011-2012	秋季学期	#N/A	479
8469	科研与实践环节	11	96.39	教授	艺术学院	2011-2012	秋季学期	#N/A	544
8470		11	95.98	讲师	艺术学院	2011-2012	秋季学期	#N/A	543
8471	科研与实践环节	15	97.5	副教授	艺术学院	2011-2012	秋季学期	#N/A	540
8472	科研与实践环节	14	94.11	教授	艺术学院	2011-2012	秋季学期	#N/A	541
8473		6	96.63	讲师	艺术学院	2011-2012	秋季学期	#N/A	480
8474	专业必修	6	95.63	副教授	艺术学院	2011-2012	秋季学期	#N/A	540
8475	专业必修	7	95.39	讲师	艺术学院	2011-2012	秋季学期	#N/A	481
8476	专业必修	14	93.41	讲师	艺术学院	2011-2012	秋季学期	#N/A	480
8477	专业必修	13	89.04	教授	艺术学院	2011-2012	秋季学期	#N/A	1499
8478		13	86.21	助教	艺术学院	2011-2012	秋季学期	#N/A	1495
8479	科研与实践环节	9	85.08	副教授	艺术学院	2011-2012	秋季学期	#N/A	431
8480	全校共同课	234	91.84	副教授	劳动人事学院	2011-2012	秋季学期	81.886206	777
8481	全校共同课	141	92.61	副教授	劳动人事学院	2011-2012	秋季学期	85.960227	777
8482	全校共同课	141	94.13	讲师	劳动人事学院	2011-2012	秋季学期	84.290909	1301
8483	全校共同课	152	94.45	讲师	劳动人事学院	2011-2012	秋季学期	82.941798	1301
8484	全校共同课	206	96.31	教授	劳动人事学院	2011-2012	秋季学期	87.161825	778
8485	全校共同课	157	94.98	教授	劳动人事学院	2011-2012	秋季学期	86.396825	778
8486	全校共同课	217	83.03	教授	商学院	2011-2012	秋季学期	83.94	1449
8487	全校共同课	191	86.96	教授	商学院	2011-2012	秋季学期	82.180672	1449
8488	全校共同课	179	96.34	讲师	劳动人事学院	2011-2012	秋季学期	88.361904	1302
8489	全校共同课	173	93.54	讲师	劳动人事学院	2011-2012	秋季学期	88.337398	1302
8490	全校共同课	196	94.06	副教授	劳动人事学院	2011-2012	秋季学期	84.12556	702
8491	全校共同课	106	95.1	副教授	劳动人事学院	2011-2012	秋季学期	83.063492	702
8492	全校共同课	181	94.07	教授	劳动人事学院	2011-2012	秋季学期	88.668478	957
8493	全校共同课	118	90.54	教授	劳动人事学院	2011-2012	秋季学期	87.357142	957
8494	学科基础	72	96.13	副教授	统计学院	2011-2012	秋季学期	77.112359	234
8495	学科基础	35	99.66	教授	统计学院	2011-2012	秋季学期	83.6	725
8496	学科基础	32	98.01	教授	统计学院	2011-2012	秋季学期	82.625	725
8497	专业必修	15	87.75		外国语学院	2011-2012	秋季学期	74.875	1233
8498	专业选修	39	89.83	教授	商学院	2011-2012	秋季学期	74.52	629
8499	专业选修	7	95.5	副教授	商学院	2011-2012	秋季学期	87.972972	1373
8500	专业必修	45	98.37	副教授	商学院	2011-2012	秋季学期	81.803921	1204
8501	专业选修	42	92.68	教授	商学院	2011-2012	秋季学期	79.875	346
8502	专业选修	52	95.26	副教授	外国语学院	2011-2012	秋季学期	85.45614	1201
8503	学科基础	22	99.52	讲师	外国语学院	2011-2012	秋季学期	81.827586	468
8504	学科基础	18	94.79	讲师	外国语学院	2011-2012	秋季学期	83.863636	486
8505	学科基础	19	97.87	讲师	外国语学院	2011-2012	秋季学期	83.928571	586
8506	学科基础	22	99.45	副教授	外国语学院	2011-2012	秋季学期	82.586206	524
